instrument_name,panel,cell,description,manufacturer,intern_calib,model,serial,units,last_calib,due_calib,po,cost,recv_date,certified,assigned_to,status,notes
06LI-0078,06LI-0078,INSP.ENTRADA,THD. PLUG GAGE,VERMONT GAGE,TRUE,nan,nan,1/2 14 NPSM 2B,9/19/2022,9/30/2024,nan,,11/11/2011,TRUE,SUP. INSPECCION,ACTIVO,INTERNO
06LI-0055,06LI-0055,INSP.ENTRADA,THD PLUG GAGE,G.A.CO,TRUE,nan,nan,1/4-48 UNS-2B,11/2/2022,11/30/2024,nan,,11/11/2011,TRUE,SUP. INSP.ENTRA,ACTIVO,INTERNO
06LI-0016,06LI-0016,INSP. ENTRADA,THD. PLUG GAGE,REGAL PREMIUM,TRUE,nan,nan,5/16 UNC 2B,11/1/2022,11/3/2024,nan,,11/11/2011,TRUE,SUP. INSP. ENTR,ACTIVO,INTERNO
06LI-0015,06LI-0015,INSP. ENTRADA,THD. PLUG GAGE,MERCURY,TRUE,nan,nan,1/4-28 UNF-2B,11/1/2022,11/30/2024,nan,,11/11/2011,TRUE,SUP. INSP. ENTR,ACTIVO,INTERNO
06LI-0017,06LI-0017,INSP. ENTRADA,PLUG GAGE,REGAL BELOIT,TRUE,nan,nan,5/16-30 NS-3,11/1/2022,11/30/2024,nan,,11/11/2011,TRUE,SUP. INSPECCION,ACTIVO,INTERNO
06LI-0033,06LI-0033,INSPECCION,PLUG GAGE,MASTER GAGE,TRUE,nan,nan,1/8-27 NPSM,9/13/2021,9/30/2023,nan,,11/11/2011,TRUE,SUP. INSPECION,ACTIVO,INTERNO
06LI-0019,06LI-0019,INSP.ENTRADA,PLUG GAGE,HEMCO,TRUE,nan,nan,.375-24 UNF-23,11/1/2022,11/30/2024,nan,,11/11/2011,TRUE,SUP. INSP.ENTRA,ACTIVO,INTERNO
06LI-0003,06LI-0003,INSP. ENTRADA,PLUG GAGE,G.A.CO,TRUE,nan,nan,5-40-UC-2B,11/1/2022,11/30/2024,nan,,11/11/2020,TRUE,SUP. INSP.ENTRA,ACTIVO,INTERNO
06NA-0011,06NA-0011,INSPECCION P2,SET DE PIN GAGE,MEYER,TRUE,M-0 PLUS,nan,.833 A .916,4/1/2022,4/30/2024,nan,,6/6/2020,TRUE,SUP-INSPECCION,ACTIVO,INTERNO
06LA-0106,06LA-0106,INSPECCION,PLUG GAGE,GAGE ASSEMBLY,TRUE,nan,nan,.190-32 UNF-2,9/3/2021,9/30/2023,nan,,,TRUE,LUIS HDZ.,ACTIVO,INTERNO
06LA-0042,06LA-0042,INSPE-ENTARDA,PLUG GAGE,GACO,TRUE,nan,nan,1/2-13UNC-2B,8/1/2022,8/31/2024,nan,,,TRUE,SUP. INSP. E,ACTIVO,INTERNO
06LA-0110,06LA-0110,INSPECCION,PLUG GAGE,HEMCO,TRUE,nan,nan,.099-56 UNF-2B,9/2/2021,9/30/2023,nan,,,TRUE,LUIS HDZ.,ACTIVO,INTERNO
06LA-0036,06LA-0036,INSPECCION,PLUG GAGE,GACO,TRUE,nan,nan,5/16-18 UNC2B,7/2/2022,7/31/2024,nan,,,TRUE,INSPECCION,ACTIVO,INTERNO
06LA-0109,06LA-0109,INSPECCION,PLUG GAGE,HEMCO,TRUE,nan,nan,.190-32-UNF-2B,9/2/2021,9/30/2023,nan,,,TRUE,LUIS HDZ.,ACTIVO,INTERNO
06LA-0037,06LA-0037,INSPECCION,PLUG GAGE,GACO,TRUE,nan,nan,3/4-26 UNF-2B,7/2/2022,7/31/2024,nan,,,TRUE,INSPECCION,ACTIVO,INTERNO
06LA-0099,06LA-0099,INSPECCION,PLUG GAGE,GACO,TRUE,nan,nan,4-48 UNF-2B,9/2/2021,9/30/2023,nan,,,TRUE,LUIS HERNANDEZ,ACTIVO,INTERNO
06LA-0104,06LA-0104,INSPECCION,PLUG GAGE,GACO,TRUE,nan,nan,8-32-UNC-2B,9/2/2021,9/30/2023,nan,,,TRUE,LUIS HDZ.,ACTIVO,INTERNO
06LA-0002,06LA-0002,INSPECCION,PLUG GAGE,HEMCO,TRUE,nan,nan,4-48 UNF-2B,2/2/2022,2/28/2024,nan,,,TRUE,INSP DE ENTRADA,ACTIVO,INTERNO
06LA-0035,06LA-0035,INSPECCION,PLUG GAGE,G.A.C.O,TRUE,nan,nan,12-24 UNC-2B,7/2/2022,7/31/2024,nan,,,TRUE,INSPECCION,ACTIVO,INTERNO
06LA-0021,06LA-0021,INSPECCION DE ENTRADA,PLUG GAGE,G.A.C.O,TRUE,nan,nan,1000-11.5 NPT,9/2/2021,9/30/2023,nan,,,TRUE,LUIS HERNANDEZ,ACTIVO,INTERNO
06LA-0102,06LA-0102,INSPECCION,PLUG GAGE,G.A.C.O,TRUE,nan,nan,4-48-UNF-2B,9/2/2021,9/30/2023,nan,,,TRUE,LUIS HDZ.,ACTIVO,INTERNO
06LA-0017,06LA-0017,INSP. ENTRADA,PLUG GAGE,G.A.C.O,TRUE,nan,nan,3/4-18 UNS-2B,7/2/2022,7/31/2024,nan,,,TRUE,INSPECCION,ACTIVO,INTERNO
06LA-0025,06LA-0025,INSPECCION,PLUG GAGE,G.A.C.O,TRUE,nan,nan,5/8-18 UNF-2B,7/2/2022,7/31/2024,nan,,,TRUE,INSPECCION,ACTIVO,INTERNO
06LA-0028,06LA-0028,INSPECCION,PLUG GAGE,G.A.C.O,TRUE,nan,nan,5/16 -18 UNC-2B,7/2/2022,7/31/2024,nan,,,TRUE,INSPECCION,ACTIVO,INTERNO
06LA-0007,06LA-0007,INSPECCION,PLUG GAGE,G.A.C.O,TRUE,nan,nan,10-24 UNC-2B,7/2/2022,7/31/2024,nan,,,TRUE,INSPECCION,ACTIVO,INTERNO
06LA-0018,06LA-0018,INSP-ENTRADA,PLUG GAGE,REGAL PREMIUM,TRUE,nan,nan,3/4 -20 UNE-2B,8/2/2022,8/31/2024,nan,,,TRUE,SUP.INSP ENT.,ACTIVO,INTERNO
06LA-0016,06LA-0016,INSPECCION,PLUG GAGE,G.A.C.O,TRUE,nan,nan,9/16-18 UNF-2B,7/2/2022,7/31/2024,nan,,,TRUE,INSPECCION,ACTIVO,INTERNO
06LA-0029,06LA-0029,INSP.ENTRADA,PLUG GAGE,G.A.C.O,TRUE,nan,nan,10-32-UNF-2B,7/22/2022,7/31/2024,nan,,,TRUE,INSPECCION,ACTIVO,INTERNO
06LA-0041,06LA-0041,INSPECCION,PLUG GAGE,GAGE ASSEMBLY,TRUE,nan,nan,3/8-18 NPT,9/13/2021,9/30/2023,nan,,7/5/2012,TRUE,LUIS HERNANDEZ,ACTIVO,INTERNO-SE ACTIVO 13/SEP/21
06LA-0015,06LA-0015,INSPECCION DE ENTRDA,PLUG GAGE,G.A.C.O,TRUE,nan,nan,1/2-14 NPT,9/2/2021,9/30/2023,nan,,,TRUE,LUIS HERNANDEZ,ACTIVO,INTERNO
06LA-0014,06LA-0014,INSP-ENTRADA,PLUG GAGE,MERCURY GAGE,TRUE,nan,nan,1/4-40 UN,8/2/2022,8/31/2024,nan,,,TRUE,SUP.INSP-ENTRAD,ACTIVO,INTERNO
06LI-0096,06LI-0096,INSPECCION,PLUG GAGE,VERMONT GAGE,TRUE,nan,nan,2-56 UNC-2B,10/6/2022,10/31/2024,nan,,,TRUE,INSPECCION,ACTIVO,INTERNO-RECTIVO OCT-22
06LA-0013,06LA-0013,INSP.ENTRADA,PLUG GAGE,GACO,TRUE,nan,nan,1/4-20 UNC-2B,8/2/2022,8/31/2024,nan,,,TRUE,SUP. INSP-ENTRA,ACTIVO,INTERNO
06ZI-0518,06ZI-0518,T-4000,FIXTURE,JCI,TRUE,nan,nan,nan,6/1/2022,6/30/2023,nan,,,TRUE,SUP. T-4000,ACTIVO,INTERNO
06ZI-0519,06ZI-0519,T-4000,FIXTURE,JCI,TRUE,nan,nan,nan,6/1/2022,6/30/2023,nan,,,TRUE,SUP. T-4000,ACTIVO,INTERNO
06QV-0416,06QV-0416,OKUMA,THD RING GAGE,HEMCO,FALSE,nan,nan,M42 X 1.5 6G,7/1/2022,7/31/2023,nan,,,TRUE,SUP.MAQUINADOS,ACTIVO,EXT-LAB
06LV-1089,06LV-1089,MAQUINADOS T-4000,THD PLUG GAGE,PMC-IND,FALSE,nan,nan,0.138-32 UNC,7/1/2020,7/31/2022,nan,,,TRUE,SUP.MAQUINADOS,INACTIVO,SCRAP-CAJON INACTIVOS
06QV-0197,06QV-0197,CALIDAD,RING GAGE,HEMCO,TRUE,M30 X 1.0,nan,M30 X  4.0 H,6/1/2021,6/30/2022,nan,,6/29/2020,TRUE,SUP. CALIDAD,INACTIVO,INT-GAVETA DE INACTIVOS
06LV-0644,06LV-0644,CALIDAD,THD. PLUG GAGE,THREDCO,TRUE,nan,nan,M15. X 1. 4H,8/5/2021,8/31/2023,nan,,7/16/2020,TRUE,MARTIN GARCIA,ACTIVO,INTERNO
06AF-0001,06AF-0001,TOOL ROOM,MICROMETRO ANALOGO,MITUTOYO,TRUE,193-211,nan,0 A 1',,,nan,,7/20/2020,TRUE,JULIO SOLIS,INACTIVO,LOST-07-31-21
06LF-0050,06LF-0050,PDO'S MAQ.,THD PLUG GAGE,nan,TRUE,nan,nan,1/2-27 NS2,,,nan,,,FALSE,SUP. PDOS MAQ,INACTIVO,PRESTADO A SATELITE
06LF-0043,06LF-0043,PDO'S MAQ.,THD PLUG GAGE,SOUTHERN GAGE,TRUE,nan,nan,5/16-30  UNS2B,,,nan,,,FALSE,SUP. MAQ PDOS,INACTIVO,PRESTADO A SATELITE
06LF-1068,06LF-1068,MAQ. PDOS,THD PLUG GAGE,VERMONT GAGE,TRUE,nan,nan,3-48 UNC 2B,7/28/2022,7/31/2024,nan,,,TRUE,SUP. MAQ PDOS,ACTIVO,PRS TOMMY RAFA SANTIAGO
06LA-0061,06LA-0061,PDOS MAQ,THD PLUG GAGE,GAGE CO,TRUE,nan,nan,1/4-20 UNC-2B,,,nan,,,TRUE,SUP. MAQ PDOS,INACTIVO,PRESTADO A SATELITE
06AI-2071,06AI-2071,PLASTICOS,DIG. CALIPER,FOWLER,FALSE,54-850/860,1203A49642,"0 A 6""",,,nan,,7/14/2012,FALSE,SUP. PLASTICOS,INACTIVO,nan
06AI-2072,06AI-2072,PLASTICOS,DIG. MICROMETRO,FOWLER,TRUE,54-850/860,12095915,"0 A 1""",,,nan,,7/1/2012,FALSE,SUP. PLASTICOS,INACTIVO,LOST
06AV-2104,06AV-2104,PLASTICOS,DIG. CALIPER,MITUTOOYO,TRUE,"CD-6"" ASX",14579418,"0 A 6""",7/27/2020,7/1/2021,nan,,7/27/2020,TRUE,REYES SALINAS,INACTIVO,LOST 07-31-21
01KI-1019,01KI-1019,CARRITO REYES,THERMOMETRO DIGITAL,REED,FALSE,R2400,170523821,nan,8/1/2022,8/1/2023,nan,,7/27/2020,TRUE,REYES SALINAS,ACTIVO,EXT-LAB
06LI-1093,06LI-1093,MAQ.PL2,THD. PLUG GAGE,MERCURY GAGE,TRUE,nan,nan,3-48UNC-2,10/1/2018,10/31/2020,nan,,,TRUE,SUP. PL2,INACTIVO,LOST
06LF-1069,06LF-1069,MAQ. PL2,THD PLUG GAGE,VERMONT GAGE,TRUE,nan,nan,2-56 UNC 2B,,,nan,,,TRUE,SUP. PL2,INACTIVO,DAÑADO-SCRAP
06LI-0093,06LI-0093,MAQ.BROTERH,THD. PLUG GAGE,VERMONT GAGE,TRUE,nan,nan,4-40 UNC-2B,7/27/2022,7/31/2024,nan,,,TRUE,SUPL MAQUINADOS,ACTIVO,INTE-RAFA SANTIAGO
06LF-1062,06LF-1062,MAQ. PL2,THD. PLUG GAGE,GSG,TRUE,nan,nan,3-48 UNC -2B,12/7/2021,12/31/2023,nan,,,TRUE,SUP.PL2,ACTIVO,INTERNO
06NF-0545,06NF-0545,MAQ. T-4000 SET DE GAUGES,PIN GAGE,DUNDICK,TRUE,G-12143X,nan,.0764-.084,12/1/2022,12/31/2024,nan,,,TRUE,SUP MAQ.,ACTIVO,INTERNO
06NF-0546,06NF-0546,MAQ. T-4000 SET DE GAUGES,PIN GAGE,DUNDICK,TRUE,G-12145,nan,.109-.113,12/1/2022,12/31/2024,nan,,,TRUE,SUP. MAQ,ACTIVO,INTERNO
06NF-0542,06NF-0542,MAQ. T 4000 SET DE GAUGES,PIN GAGE,nan,TRUE,G-12142,nan,0.0667   0.0737,12/1/2022,12/31/2024,nan,,,TRUE,SUP. MAQUINADOS,ACTIVO,INT-DEL FINO
06NF-0547,06NF-0547,MAQ. T-4000,PIN GAGE,DUNDICK,TRUE,G-12145,nan,.0849 -.0939,3/1/2022,3/31/2024,nan,,,TRUE,SUP. MAQUINADOS,ACTIVO,INTERNO-DELFINO
06NI-2010,MAQ. T4000,MAQ MECANICOS,PIN GAGE,VERMONT GAGE,TRUE,nan,nan,GO.036 NO GO .045,10/1/2021,10/31/2023,nan,,,TRUE,RAFA SANTIAGO,ACTIVO,INTERNO
06ZF-0602,06ZF-0602,MAQ.-T-4000,FIXTURE,JCI,TRUE,nan,nan,nan,7/27/2022,7/31/2024,nan,,,TRUE,TOMMY,ACTIVO,INTERNO
06LF-0071,06LF-0071,MAQ. T-4000 SET DE GAUGES,PLUG GAGE,BESLY,TRUE,nan,nan,10-48 NS-2,12/1/2022,12/31/2024,nan,,,TRUE,SUP. MAQUINADOS,ACTIVO,INTERNO-DELFINO
06LF-0039,06LF-0039,MAQ.T-4000,PLUG GAGE,GACO,TRUE,nan,nan,1/34-20 NC-2,3/1/2023,3/31/2025,nan,,,TRUE,SUP.MAQUINADOS,ACTIVO,INTERNO-RAFA SANTOAGO
06LA-0070,06LA-0070,MAQ. PL2,PLUG GAGE,GACO,TRUE,nan,nan,10-24 UNC-2B,5/20/2020,5/31/2022,nan,,,TRUE,SUP PL2,INACTIVO,INTERNO
06LF-0080,06LF-0080,Maquinados,PLUG GAGE,MASTER GAGE,TRUE,nan,nan,7/16-48 NS-2,4/1/2021,4/30/2023,nan,,,TRUE,Rafa santiago,ACTIVO,INTERNO
06LF-1020,06LF-1020,MAQ.T-4000,PLUG GAGE,MACHINISTS TOOL,TRUE,nan,nan,1/4- 20 UNC-2B,3/1/2023,3/31/2025,nan,,,TRUE,SUP.MAQUINADOS,ACTIVO,INTERNO-RAFA
06LI-0076,06LI-0076,MAQ. PL2,PLUG GAGE,VERMONT,TRUE,nan,nan,7/16-48 UNS,6/1/2021,6/30/2023,nan,,,TRUE,J. CRUZ,ACTIVO,INTERNO
06LA-0048,TRUNION,MAQ. PL2,PLUG GAGE,REDCO,TRUE,nan,nan,1/2-13 UNC-2B,8/1/2022,8/31/2024,nan,,,TRUE,TRUNION PL2,ACTIVO,INTERNO
06LA-0020,06LA-0020,MAQ.BROTHER,PLUG GAGE,GACO,TRUE,nan,nan,3/4 -18 UNS-2B,6/1/2020,,nan,,,TRUE,SUP.MAQUINADOS,INACTIVO,INTERNO-LOST
06LF-1021,MAQUINADOS,MECANICOS,PLUG GAGE,DURPLATE,TRUE,nan,nan,5/16-18 UNC-2B,10/1/2021,10/31/2023,nan,,,TRUE,SUP. PL2,ACTIVO,INTERNO
06LF-0051,06LF-0051,MAQ-T-4000,PLUG GAGE,GACO,TRUE,nan,nan,3/8-24 UNF-2B,3/1/2022,3/31/2024,nan,,,TRUE,SUP.MAQUINADOS,ACTIVO,INTERNO-RAFA
06LF-0095,06LF-0095,MAQ. BROTHER,PLUG GAGE,VERMONT GAGE,TRUE,nan,nan,3/8 -20 UNS,6/1/2022,6/30/2024,nan,,,TRUE,SUP.MAQUINADOS,ACTIVO,LOST 04/22-SE ACT. 07/22
06LF-0019,MAQUINADOS,MECANICOS,PLUG GAGE,USA,TRUE,nan,nan,5-40 UNC2B,10/19/2021,10/31/2023,nan,,,TRUE,RAFA SANTIAGO,ACTIVO,INTERNO
06AV-2105,06AV-2105,MAQUINADOS,DIG VERNIER,MITUTOYO,TRUE,"CD-8""ASX",15498474,"8""",3/7/2023,3/31/2024,nan,,,TRUE,JUAN SANTIAGO,ACTIVO,DICE MANGUITO
06AI-2079,06AI-2079,PLASTICOS,DIG. VERNIER,MITUTOYO,TRUE,"CD-6"" ASX",13025181,"0 A 6""",7/30/2022,7/31/2023,nan,,,TRUE,SUP. PLASTICOS,ACTIVO,ALFONSO HERNANDEZ
06QV-0225,06QV-0225,CALIDAD,RING GAGE,RICKERT INDS.,TRUE,nan,nan,5/8-24 UNEF-2A,7/1/2022,7/31/2023,nan,,,TRUE,MARTIN GARCIA,ACTIVO,INTERNO
05DI-1038,05DI-1038,VA'S NEWMATICOS,PANEL METER,PANTEC,TRUE,nan,nan,0 200 VAC,7/1/2022,7/31/2023,nan,,,TRUE,SUP. VA'S,ACTIVO,INTERNO
06BA-0001,06BA-0001,PILOTOS NEWMATICOS,DIG. INDICADOR,FEDERAL CORP.,TRUE,DEI-13111,4289382,"0 A .5""",6/1/2022,6/30/2023,nan,,,TRUE,SUP. NEWMATICOS,ACTIVO,INETRNO
06AV-0230,06AV-0230,MAQUINADOS,MICROMETRO DE PROFUNDIDAD,STARRET,TRUE,nan,nan,"0 A 1""",8/6/2022,8/31/2023,nan,,8/6/2020,TRUE,CESAR/NERI,ACTIVO,INTERNO
06AV-0379,06AV-0379,CARRITO DE HERRAMIENTAS,MICROMETRO DE PROFUNDIDAD,STARRET,TRUE,440,nan,"0 6""",3/3/2023,3/31/2024,nan,,3/17/2020,TRUE,JUAN SANTIAGO,ACTIVO,INTERNO
06AV-0380,06AV-0380,MIYANO,MICROMETRO DE PROFUNDIADSTARRET,STARRET,TRUE,445,nan,"0 A 6""",5/1/2022,5/31/2023,nan,,,TRUE,JUAN SANTIAGO,ACTIVO,INTERNO
06NV-0214,06NV-0214,WASINO 1,PIN GAGE,SOUTHER,TRUE,nan,nan,GO  .7560-X NOGO .7590-X,8/7/2022,8/31/2024,nan,,8/7/2020,TRUE,SUP. MAQUINADOS,ACTIVO,INTERNO
06NV-0972,06NV-09722,MAQUINADOS,PIN GAGE,GACO,TRUE,nan,nan,GO .330 NO GO .334,8/8/2022,8/31/2024,nan,,8/8/2020,FALSE,SUP. MAQUINADOS,ACTIVO,INTERNO
06LF-0058,06LF-0058,MAQUINADOS,PLUG GAGE,MASTER GAGE,TRUE,nan,nan,3/8-18 NPT-L1,6/1/2022,6/30/2024,nan,,,TRUE,SUP. MAQUINADOS,ACTIVO,INTERNO
06NV-0973,06NV-0973,O-C-2 OKUMA,PIN GAGE,CUTTING TOOLS,TRUE,nan,nan,FO .5410 NO GO .5510,8/8/2022,8/31/2024,nan,,8/8/2020,TRUE,SUP. PL2,ACTIVO,INTERNO GAVETA AZUL
06LA-0058,06LA-0058,INSPECCION,THD PLUG GAGE,GAGE ASSEMBLY,TRUE,nan,nan,7/16 - 20 UNF,7/1/2022,7/31/2024,nan,,,TRUE,SUP. INSPECCION,ACTIVO,INTERNO
06LA-0064,06LA-0064,INSPECCION,THD PLUG GAGE,GAGE ASSEMBLY,TRUE,nan,nan,1-1/16- 16 UN-2B,7/1/2022,7/31/2024,nan,,,TRUE,SUP. INSPECCION,ACTIVO,INTERNO
06LA-0077,06LA-0077,INSPECCION,PLUG GAGE,GAGE ASSEMBLY,TRUE,nan,nan,5/16-18 UNC-2B,7/28/2022,7/31/2024,nan,,,TRUE,SUP. INSPECCION,ACTIVO,INTERNO
06LA-0078,06LA-0078,INSPECCION ENT,PLUG GAEG,GAGE ASSEMBLY,TRUE,nan,nan,5-40 UNC -2B,7/28/2022,7/31/2024,nan,,,TRUE,SUP. INSPECCION,ACTIVO,INTERNO
05IE-2134,05IE-2134,RUSKIN,POWER SUPPLY,BK PRESICION,FALSE,9801,461G19116,0 A 300 VAC,8/1/2020,8/31/2021,nan,,8/11/2020,TRUE,ARMANDO,INACTIVO,EXTERNO
05NE-5451,05NE-5451,MPI,DATA ADQUISITION,KEYSIGHT,FALSE,34972A,MY58005926,nan,8/1/2020,8/31/2021,nan,,,TRUE,SUP. MPI,INACTIVO,LOST
06AV-2106,06AV-2106,WATER,DIG. CALIPER,MITUTOYO,TRUE,"CD-8""asx",A19129247,"0 A 8""",8/12/2022,8/31/2023,nan,,8/12/2020,TRUE,ESTEBAN LABRA,ACTIVO,INTERNO
06LV-0660,06LV-0660,MARTIN GARCIA,PLUG GAGE,VERMONT GAGE,FALSE,nan,nan,1/4-18 NPT-L1,7/13/2022,7/31/2024,nan,,7/12/2020,TRUE,CALIDAD,ACTIVO,EXT-LAB
04CI-1005,04CI-1005,LOW VALVE,PRESSURE GAGE,USG,TRUE,1404,nan,0 A 30 psi,7/1/2022,7/31/2023,nan,,,TRUE,SUP. LOW VALVE,ACTIVO,INTERNO
06AF-0031,06AF-0031,CALIDAD,MICROMETRO DIG,MITUTOYO,TRUE,323-711-10,1260479,"0 A 1 """,8/1/2022,8/31/2023,nan,,8/1/2020,TRUE,MARTIN GARCIA,ACTIVO,INTERNO
06NV-0252,06NV-0252,O-C-1 OKUMA,PIN GAGE,HEMCO,TRUE,nan,nan,GO 1.379 NO GO 1.3815,8/24/2022,8/31/2024,nan,,8/24/2020,TRUE,SUP. PL2,ACTIVO,INTERNO
06ZV-0588,06ZV-0588,nan,PIN GAGE (dos radios unidos),nan,TRUE,nan,nan,"1.150"" 1.136""",11/25/2022,11/30/2024,nan,,8/24/2020,TRUE,SUP.maquinados,ACTIVO,INTERNO(2 radios unidos)
06NV-0843,06NV-0843,TRUNION,PIN GAGE,GACO,TRUE,nan,nan,.5100  NO GO .5200,8/24/2022,8/31/2024,nan,,8/24/2020,TRUE,SUP. PL2,ACTIVO,INTERNO
06LF-1041,06LF-1041,TRUNION,PLUG GAGE,DURLATE,TRUE,nan,nan,.2338 NO GO  .2376,10/21/2022,10/31/2024,nan,,8/24/2020,TRUE,SUP.MAQUINADOS,ACTIVO,REACTIVO OCTUBRE
06NV-0974,06NV-0974,OKUMA,PIN GAGE,GAGE ASSEMBLY,TRUE,nan,nan,60 1.3850 NO GO1.3950,8/24/2022,8/31/2024,nan,,8/24/2020,TRUE,OKUMA MAQ.,ACTIVO,INTERNO
06LV-1091,06LV-1091,TRUNION,PLUG GAGE,GACO,TRUE,nan,nan,GO .1437 NO GO .1475,8/24/2022,8/31/2024,nan,,8/24/2020,TRUE,TRUNION PL2,ACTIVO,INTERNO
06LV-1090,06LV-1090,OKK 500,PLUG GAGE,VERMONT GAGE,TRUE,nan,nan,GO . 3344  NO GO .3401,8/24/2022,8/31/2024,nan,,8/24/2020,TRUE,OKK 50 SUP. PL2,ACTIVO,INTERNO
06NV-0975,06NV-0975,MAQUINADOS,PIN GAGE,nan,TRUE,nan,nan,"GO .389' NO GO .395""",8/25/2022,8/31/2024,nan,,8/25/2020,TRUE,SUP. PL2,ACTIVO,INTERNO
06NV-0976,06NV-0976,I-C-2 IRON,PIN GAGE,nan,TRUE,nan,nan,"GO .170""  NO GO .174""",8/25/2022,8/31/2024,nan,,8/25/2020,TRUE,SUP. PL2,ACTIVO,INTERNO GAVETA IRON
06LV-0110,06LV-0110,MAQUINADOS,PLUG GAGE,RICKERT IND,TRUE,nan,nan,1/4-20 NC-2,7/1/2021,7/31/2023,nan,,7/1/2010,TRUE,SUP. PL2,ACTIVO,INTERNO
06QV-0099,06QV-0099,FLARE,RING GAGE,nan,FALSE,nan,nan,nan,,,nan,,9/1/2019,FALSE,SUP. PL2,INACTIVO,EXTERNO
05NE-5452,05TE-0540,LOS HE'S,DATA ADQUISITION,KEYSIGHT,FALSE,DAQ970A,MY58001824,nan,8/25/2022,8/31/2023,nan,,8/25/2020,TRUE,SUP. SENSORES,ACTIVO,INTERNO
05IE-2137,05-TE-0571,LOS HE'S,POWER SUPPLY,BK PRECISION,FALSE,9129B,470B19181,0 - 30V,8/25/2022,8/31/2023,nan,,8/25/2020,TRUE,SUP. SENSORES,ACTIVO,EXTERNO-PLANTA
05IE-2138,05TE-0565,M-9203,POWER SUPPLY,BK PRESICION,FALSE,nan,nan,nan,8/25/2022,8/31/2023,nan,,8/25/2020,TRUE,SUP. ACTUADORES,ACTIVO,EXT-PLANTA
05IE-2139,05TE-0565,M-9203,POWER SUPPLY,BK PRESICION,FALSE,nan,nan,nan,8/25/2022,8/31/2023,nan,,8/25/2020,TRUE,SUP. ACTUADORES,ACTIVO,EXT-PLANTA
06QV-0590,06QV-0590,METROLOGIA,THD RING GAGE,PREPLATE,FALSE,nan,nan,3/4-20 unef-2A,9/1/2022,9/30/2023,nan,,8/26/2020,TRUE,SUP.METROLOGIA,ACTIVO,EXT-LAB
06QV-0591,06QV-0591,IRON I-C-2,THD RING GAGE,PRATT & WITNEY,FALSE,nan,nan,11/4-111/2,9/1/2022,9/30/2023,nan,,8/26/2020,TRUE,SUP. MAQUINADOS,ACTIVO,EXT-LAB
06NF-0602,06NF-0602,RACK-MOLDEO,PIN GAGE,JCI,TRUE,nan,nan,nan,5/1/2022,5/31/2024,nan,,,TRUE,SUP. PLASTICOS,ACTIVO,INTERNO
06AV-2108,06AV-2108,MAQUINADOS,DIG. CALIPER,MITUTOYO,TRUE,"CD-6""ASX",A18293322,"0 A 6""",9/1/2022,9/30/2023,nan,,9/1/2020,TRUE,NERY/MAQUINADOS,ACTIVO,INTERNO
06AI-2101,06AI-2101,CABLES,DIG. CALIPER,MITUTOYO,TRUE,CD-6'ASX,A17164147,"0 A 6""",9/1/2022,9/30/2023,nan,,9/1/2020,TRUE,GLORIA/CABLES,ACTIVO,INTERNO
06LA-0112,06LA-0112,INSP.ENTRADA,PLUG GAGE,VERMONT GAGE,TRUE,nan,nan,5/8-20 UN2B,8/31/2022,8/31/2024,nan,,,TRUE,INSPECCION D EN,ACTIVO,INTERNO
06LA-0033,06LA-0033,INSP-ENTRADA,PLUG GAGE,GACO,TRUE,nan,nan,1/4 -28 UNF-2B,8/31/2022,8/31/2024,nan,,,TRUE,SUP.INSP E.,ACTIVO,INTERNO
06LA-0111,06LA-0111,INSP-ENTRADA,PLUG GAGE,VERMONT GAGE,TRUE,nan,nan,5/8-20 UN2B,8/31/2022,8/31/2024,nan,,,TRUE,SUP.INSP.E,ACTIVO,INTERNO
06LV-0131,06LV-0131,MAQ. BROTHER,PLUG GAGE,SOUTHWESTERN,TRUE,nan,nan,1/4-28 UNF-2B,3/19/2022,3/31/2024,nan,,,TRUE,SUP.MAQUINADOS,ACTIVO,INTERNO-RAFA SANTIAGO
06LI-0100,06LI-0100,MAQUINADOS PL2,PLUG GAGE,4-40 UNC-2B,TRUE,nan,nan,4-40 UNC-2 B,,,nan,,9/2/2020,TRUE,SUP. MAQUINADOS,INACTIVO,dañado-scrap
06LI-0101,06LI-0101,CAJON 2 RAFA,PLUG GAGE,GTD,TRUE,nan,nan,5/16-30 NS-2B,9/2/2022,9/30/2024,nan,,9/2/2020,TRUE,SUP.MAQUINADOS,ACTIVO,INTERNO
06NV-0977,06NV-0977,MAQ-T4000,PIN GAGE,GACO,TRUE,nan,nan,.245  .255,9/2/2022,9/30/2024,nan,,9/2/2020,TRUE,SUP.MAQUIADOS,ACTIVO,INTERNO/TOMY
06NI-0003,06NI-0003,TALADRO-PRODUCCION,PIN GAGE,SIZE CONTROL,TRUE,nan,nan,GO 2.001MM   NO GO 2.126 MM,7/1/2022,7/31/2024,nan,,,TRUE,SUP. NEWMATICOS,ACTIVO,INTERNO
04CF-0005,05TF-0019,PLASTICOS,PRESSURE GAGE,USG COMPANY,TRUE,1403,nan,0 A 30 PSI,8/31/2022,8/31/2023,nan,,8/12/2012,TRUE,SUP. PLASTICOS,ACTIVO,INTERNO
03BF-0005,05TF-0019,MOLDEO,FLOWMETER,AALBORG,TRUE,4PR093,nan,nan,8/31/2022,8/31/2023,nan,,8/12/2012,TRUE,SUP. PLASTICOS,ACTIVO,INTERNO
